cluster,names,scores,logfoldchanges,pvals,pvals_adj
6,CCL5,55.954903,6.432533,0.0,0.0
6,B2M,44.577442,1.6753702,0.0,0.0
6,FYN,43.771862,2.682653,0.0,0.0
6,TRBC2,44.15049,4.6344776,0.0,0.0
6,HSP90AA1,41.023846,1.6706228,0.0,0.0
6,GNG2,42.28933,3.1304753,0.0,0.0
6,IL2RG,42.527355,4.357703,0.0,0.0
6,TNFAIP3,42.884205,3.202571,0.0,0.0
6,ARHGDIB,43.48416,2.3240008,0.0,0.0
6,DUSP2,45.15719,3.8345342,0.0,0.0
6,CCL4,37.534374,3.589075,2.534239068776682e-308,1.224214277596029e-305
6,CELF2,37.250828,2.7158792,1.0273646118773165e-303,4.8500949358899136e-301
6,TRBC1,37.08711,4.890489,4.533852460609589e-301,2.0928262958173863e-298
6,SLC38A1,37.018467,4.280451,5.778370751960415e-300,2.6093112447765597e-297
6,KLRD1,36.9336,6.034337,1.3353948734400128e-298,5.901877087467223e-296
6,CTSW,36.902023,6.3596635,4.288545471825678e-298,1.8558680529325622e-295
6,YPEL5,36.504955,2.373869,9.253428528580487e-292,3.9226983141974262e-289
6,CD96,36.499027,5.0761447,1.148998974099272e-291,4.773401337998016e-289
7,C1QC,61.601307,6.6582136,0.0,0.0
7,MS4A4A,44.624878,4.96799,0.0,0.0
7,AIF1,44.552235,3.1743002,0.0,0.0
7,CD68,44.509445,3.6277936,0.0,0.0
7,FCER1G,44.33656,3.1009853,0.0,0.0
7,CCL4,43.435295,4.3404894,0.0,0.0
7,FCGR2A,43.296814,3.7269313,0.0,0.0
7,FPR3,42.81049,4.88847,0.0,0.0
7,IER3,42.4939,2.9159033,0.0,0.0
7,CTSL,41.87311,2.9310203,0.0,0.0
7,RASGEF1B,41.85623,3.2441144,0.0,0.0
7,SGK1,41.84953,3.1075196,0.0,0.0
7,CPVL,41.55391,3.2818723,0.0,0.0
7,RNASET2,41.20914,3.1072586,0.0,0.0
7,SRGN,41.17115,2.5826015,0.0,0.0
7,FCGRT,41.161327,2.6837006,0.0,0.0
7,IFI30,39.995876,3.2063835,0.0,0.0
7,CCL3L1,39.88008,4.855219,0.0,0.0
7,CTSD,39.730244,2.8773115,0.0,0.0
7,CTSZ,39.694153,2.6841025,0.0,0.0
7,ABCA1,39.442818,2.4632597,0.0,0.0
7,APOC1,39.18697,4.7785735,0.0,0.0
7,CYBA,38.57847,2.2959664,0.0,0.0
7,SAT1,38.546413,2.2393913,0.0,0.0
7,HLA-DMA,44.741283,3.2130952,0.0,0.0
7,CST3,45.03069,2.23456,0.0,0.0
7,IGFBP7,-40.26352,-3.105097,0.0,0.0
7,MS4A6A,45.48707,3.8211105,0.0,0.0
7,C1QA,59.844418,6.3027797,0.0,0.0
7,C1QB,58.857075,6.2284703,0.0,0.0
7,CD74,57.98894,4.1596193,0.0,0.0
7,HLA-DRA,57.43544,4.5950503,0.0,0.0
7,HLA-DRB1,56.78309,4.0509524,0.0,0.0
7,HLA-DPA1,55.905014,4.0158067,0.0,0.0
7,FTL,55.304585,3.1262379,0.0,0.0
7,HLA-DQA1,53.74119,4.090315,0.0,0.0
7,HLA-DPB1,53.219467,3.558236,0.0,0.0
7,CD83,53.03133,3.9891896,0.0,0.0
7,APOE,52.01141,5.0854306,0.0,0.0
7,HMOX1,45.450455,4.0069327,0.0,0.0
7,CTSB,50.64764,3.0408912,0.0,0.0
7,SELENOP,45.510292,4.1132326,0.0,0.0
7,RBM47,45.54081,3.6045008,0.0,0.0
7,MSR1,45.570786,4.6299314,0.0,0.0
7,CD14,46.563324,3.8947906,0.0,0.0
7,CCL3,48.109932,4.9374623,0.0,0.0
7,HLA-DQB1,51.749687,3.691533,0.0,0.0
7,PSAP,49.429314,2.5324185,0.0,0.0
7,MS4A7,50.502346,4.6090055,0.0,0.0
7,NPC2,50.56877,2.7979867,0.0,0.0
8,HLA-DQA1,37.855324,3.819694,0.0,0.0
8,CD74,37.752808,3.2829523,0.0,0.0
8,CD83,35.847527,3.1820652,2.0096460612191958e-281,1.3914789327881714e-277
8,HLA-DQB1,35.820538,3.4626663,5.290082919343703e-281,2.747140060015185e-277
8,HLA-DRA,35.528477,3.451183,1.7864160904483393e-276,7.421487006158582e-273
8,HLA-DPA1,34.075417,3.0823267,1.706347982140837e-254,5.907376714171578e-251
8,HLA-DPB1,33.929703,2.9692285,2.4307157745526514e-252,7.212975438429667e-249
8,HLA-DRB1,33.856678,2.934936,2.8942781487408786e-251,7.514993213205691e-248
8,IGFBP7,-31.078989,-2.6404974,4.631611738114149e-212,1.0689759891567456e-208
8,REL,30.643753,2.3758552,3.200913432929395e-206,6.648937382880939e-203
8,CPVL,25.865835,2.911882,1.6146362315400176e-147,3.049020345595386e-144
8,HDAC9,25.833973,3.2431624,3.683783579793083e-147,6.376629376621827e-144
8,GPR183,25.761803,2.934312,2.3773937365828202e-146,3.798709438176796e-143
8,SLC8A1,24.911093,2.4963336,5.64166863562235e-137,8.370624349939103e-134
8,SRGN,24.804459,1.9151067,8.024937166985164e-136,1.1112932988841055e-132
8,CST3,24.402765,1.6959778,1.5984207277427195e-131,2.0751497097919857e-128
8,RBP1,-24.360044,-2.5122166,4.537316781713795e-131,5.544067305279938e-128
8,RGS10,24.149132,2.3391623,7.624937958659303e-129,8.799178404292835e-126
